type,date time,latitude,longitude,accuracy(m),altitude(m),geoid_height(m),speed(m/s),bearing(deg),sat_used,sat_inview,name,desc
T,2023-05-08 10:14:52,37.74621684,112.71487101,2.00,799.952,-17.952,0.000,,32,40,,
T,2023-05-08 10:14:53,37.74621684,112.71487101,1.50,799.952,-17.952,0.000,,32,40,,
T,2023-05-08 10:14:54,37.74621684,112.71487101,2.00,799.952,-17.952,0.000,,29,40,,
T,2023-05-08 10:14:55,37.74621684,112.71487101,2.00,799.952,-17.952,0.000,,31,40,,
T,2023-05-08 10:14:56,37.74621684,112.71487101,2.00,799.952,-17.952,0.000,,31,40,,
T,2023-05-08 10:14:57,37.74621684,112.71487101,2.00,799.952,-17.952,0.000,,31,40,,
T,2023-05-08 10:14:58,37.74621684,112.71487101,1.50,799.952,-17.952,0.000,,31,40,,
T,2023-05-08 10:14:59,37.74621684,112.71487101,1.50,799.952,-17.952,0.000,,31,40,,
T,2023-05-08 10:15:00,37.74621684,112.71487101,2.00,799.952,-17.952,0.000,,32,40,,
T,2023-05-08 10:15:01,37.74621751,112.71486850,1.50,799.952,-17.952,0.130,158,30,40,,
T,2023-05-08 10:15:02,37.74621743,112.71486891,1.50,799.952,-17.952,0.020,158,30,40,,
T,2023-05-08 10:15:03,37.74621730,112.71486858,1.50,799.952,-17.952,0.000,,32,40,,
T,2023-05-08 10:15:04,37.74621726,112.71486858,2.00,799.952,-17.952,0.000,,32,41,,
T,2023-05-08 10:15:05,37.74621726,112.71486858,1.50,799.952,-17.952,0.000,,31,41,,
T,2023-05-08 10:15:06,37.74621726,112.71486858,1.50,799.952,-17.952,0.000,,31,41,,
T,2023-05-08 10:15:07,37.74621726,112.71486858,1.50,799.952,-17.952,0.000,,30,41,,
T,2023-05-08 10:15:08,37.74621726,112.71486858,1.50,799.952,-17.952,0.000,,31,41,,
T,2023-05-08 10:15:09,37.74621726,112.71486858,1.50,799.952,-17.952,0.000,,31,41,,
T,2023-05-08 10:15:10,37.74621726,112.71486858,1.50,799.952,-17.952,0.000,,31,41,,
T,2023-05-08 10:15:11,37.74621726,112.71486858,1.50,799.952,-17.952,0.000,,31,41,,
T,2023-05-08 10:15:12,37.74621726,112.71486858,1.50,799.952,-17.952,0.000,,32,41,,
T,2023-05-08 10:15:13,37.74621726,112.71486858,1.50,799.952,-17.952,0.000,,32,41,,
T,2023-05-08 10:15:14,37.74621726,112.71486858,1.50,799.952,-17.952,0.000,,32,40,,
T,2023-05-08 10:15:15,37.74621726,112.71486858,2.00,799.952,-17.952,0.000,,32,40,,
T,2023-05-08 10:15:16,37.74621726,112.71486858,1.50,799.952,-17.952,0.000,,32,40,,
T,2023-05-08 10:15:17,37.74621726,112.71486858,2.00,799.952,-17.952,0.000,,32,39,,
T,2023-05-08 10:15:18,37.74621726,112.71486858,1.50,799.952,-17.952,0.000,,32,39,,
T,2023-05-08 10:15:19,37.74621726,112.71486858,1.50,799.952,-17.952,0.000,,31,38,,
T,2023-05-08 10:15:20,37.74621726,112.71486858,1.50,799.952,-17.952,0.000,,31,38,,
T,2023-05-08 10:15:21,37.74621726,112.71486858,1.50,799.952,-17.952,0.000,,32,38,,
T,2023-05-08 10:15:22,37.74621726,112.71486858,1.50,799.952,-17.952,0.000,,32,38,,
T,2023-05-08 10:15:23,37.74621726,112.71486858,1.50,799.952,-17.952,0.000,,32,38,,
T,2023-05-08 10:15:24,37.74621726,112.71486858,1.50,799.952,-17.952,0.000,,31,38,,
T,2023-05-08 10:15:25,37.74621726,112.71486858,1.50,799.952,-17.952,0.000,,32,38,,
T,2023-05-08 10:15:26,37.74621726,112.71486858,1.50,799.952,-17.952,0.000,,32,38,,
T,2023-05-08 10:15:27,37.74621726,112.71486858,1.50,799.952,-17.952,0.000,,31,38,,
T,2023-05-08 10:15:28,37.74621726,112.71486858,2.00,799.952,-17.952,0.000,,32,38,,
T,2023-05-08 10:15:29,37.74621726,112.71486858,2.00,799.952,-17.952,0.000,,32,38,,
T,2023-05-08 10:15:30,37.74621726,112.71486858,2.00,799.952,-17.952,0.000,,30,38,,
T,2023-05-08 10:15:31,37.74621726,112.71486858,2.00,799.952,-17.952,0.000,,29,38,,
T,2023-05-08 10:15:32,37.74621726,112.71486858,1.50,799.952,-17.952,0.000,,31,39,,
T,2023-05-08 10:15:33,37.74621726,112.71486858,2.00,799.952,-17.952,0.000,,31,39,,
T,2023-05-08 10:15:34,37.74621726,112.71486858,1.50,799.952,-17.952,0.000,,29,38,,
T,2023-05-08 10:15:35,37.74621190,112.71486003,1.50,801.952,-17.952,0.930,215,32,38,,
T,2023-05-08 10:15:36,37.74621164,112.71485274,2.00,801.952,-17.952,0.660,246,29,39,,
T,2023-05-08 10:15:37,37.74621303,112.71484536,1.50,801.952,-17.952,0.360,261,30,40,,
T,2023-05-08 10:15:38,37.74621278,112.71484427,2.00,801.952,-17.952,0.010,265,31,40,,
T,2023-05-08 10:15:39,37.74621470,112.71484553,2.00,800.952,-17.952,0.000,,29,40,,
T,2023-05-08 10:15:40,37.74621470,112.71484553,1.50,800.952,-17.952,0.000,,31,40,,
T,2023-05-08 10:15:41,37.74621164,112.71484578,1.50,802.952,-17.952,0.280,269,31,40,,
T,2023-05-08 10:15:42,37.74621219,112.71484570,2.00,802.952,-17.952,0.130,271,29,40,,
T,2023-05-08 10:15:43,37.74621231,112.71484603,1.50,802.952,-17.952,0.080,273,29,40,,
T,2023-05-08 10:15:44,37.74621445,112.71484670,1.50,802.952,-17.952,0.000,,31,40,,
T,2023-05-08 10:15:45,37.74621445,112.71484670,2.00,802.952,-17.952,0.000,,30,40,,
T,2023-05-08 10:15:46,37.74621445,112.71484670,2.00,802.952,-17.952,0.000,,30,39,,
T,2023-05-08 10:15:47,37.74621445,112.71484670,2.00,802.952,-17.952,0.000,,31,40,,
T,2023-05-08 10:15:48,37.74621445,112.71484670,2.00,802.952,-17.952,0.000,,31,40,,
T,2023-05-08 10:15:49,37.74621445,112.71484670,2.00,802.952,-17.952,0.000,,32,40,,
T,2023-05-08 10:15:50,37.74621445,112.71484670,2.50,802.952,-17.952,0.000,,29,40,,
T,2023-05-08 10:15:51,37.74621445,112.71484670,2.00,802.952,-17.952,0.000,,30,40,,
T,2023-05-08 10:15:52,37.74621445,112.71484670,2.00,802.952,-17.952,0.000,,31,40,,
T,2023-05-08 10:15:53,37.74621445,112.71484670,2.00,802.952,-17.952,0.000,,29,40,,
T,2023-05-08 10:15:54,37.74621676,112.71485358,2.00,802.952,-17.952,0.170,272,29,40,,
T,2023-05-08 10:15:55,37.74622137,112.71485416,2.00,801.952,-17.952,0.590,20,28,40,,
T,2023-05-08 10:15:56,37.74622350,112.71485534,2.00,801.952,-17.952,0.260,25,30,39,,
T,2023-05-08 10:15:57,37.74622677,112.71485014,2.00,801.952,-17.952,0.290,30,27,37,,
T,2023-05-08 10:15:58,37.74622711,112.71485022,2.00,801.952,-17.952,0.000,,30,41,,
T,2023-05-08 10:15:59,37.74622711,112.71485022,2.00,801.952,-17.952,0.000,,32,42,,
T,2023-05-08 10:16:00,37.74622711,112.71485022,2.00,801.952,-17.952,0.000,,31,41,,
T,2023-05-08 10:16:01,37.74622711,112.71485022,2.00,801.952,-17.952,0.000,,32,42,,
T,2023-05-08 10:16:02,37.74622711,112.71485022,2.00,801.952,-17.952,0.000,,32,42,,
T,2023-05-08 10:16:03,37.74622711,112.71485022,2.00,801.952,-17.952,0.000,,30,42,,
T,2023-05-08 10:16:04,37.74622711,112.71485022,2.00,801.952,-17.952,0.000,,31,42,,
T,2023-05-08 10:16:05,37.74622711,112.71485022,2.00,801.952,-17.952,0.000,,32,43,,
T,2023-05-08 10:16:06,37.74622711,112.71485022,2.00,801.952,-17.952,0.000,,32,42,,
T,2023-05-08 10:16:07,37.74622711,112.71485022,2.00,801.952,-17.952,0.000,,32,42,,
T,2023-05-08 10:16:08,37.74622711,112.71485022,2.00,801.952,-17.952,0.000,,30,42,,
T,2023-05-08 10:16:09,37.74622355,112.71485156,2.00,800.952,-17.952,0.030,27,30,42,,
