type,date time,latitude,longitude,accuracy(m),altitude(m),geoid_height(m),speed(m/s),bearing(deg),sat_used,sat_inview,name,desc
T,2023-05-08 10:12:34,37.74621948,112.71484838,1.50,799.952,-17.952,0.040,181,31,39,,
T,2023-05-08 10:12:35,37.74621973,112.71484821,2.50,799.952,-17.952,0.000,,31,39,,
T,2023-05-08 10:12:36,37.74621998,112.71484813,2.00,799.952,-17.952,0.000,,30,39,,
T,2023-05-08 10:12:37,37.74622019,112.71484813,2.50,799.952,-17.952,0.000,,31,39,,
T,2023-05-08 10:12:38,37.74622019,112.71484813,2.00,799.952,-17.952,0.000,,31,39,,
T,2023-05-08 10:12:39,37.74622019,112.71484813,2.00,799.952,-17.952,0.000,,31,39,,
T,2023-05-08 10:12:40,37.74622019,112.71484813,2.50,799.952,-17.952,0.000,,31,39,,
T,2023-05-08 10:12:41,37.74622019,112.71484813,2.50,799.952,-17.952,0.000,,31,38,,
T,2023-05-08 10:12:42,37.74622019,112.71484813,2.50,799.952,-17.952,0.000,,32,39,,
T,2023-05-08 10:12:43,37.74622019,112.71484813,2.50,799.952,-17.952,0.000,,32,39,,
T,2023-05-08 10:12:44,37.74622019,112.71484813,2.00,799.952,-17.952,0.000,,32,39,,
T,2023-05-08 10:12:45,37.74622019,112.71484813,2.00,799.952,-17.952,0.000,,32,39,,
T,2023-05-08 10:12:46,37.74622019,112.71484813,2.00,799.952,-17.952,0.000,,32,38,,
T,2023-05-08 10:12:47,37.74622019,112.71484813,2.50,799.952,-17.952,0.000,,32,38,,
T,2023-05-08 10:12:48,37.74622019,112.71484813,2.00,799.952,-17.952,0.000,,32,38,,
T,2023-05-08 10:12:49,37.74622019,112.71484813,2.00,799.952,-17.952,0.000,,32,38,,
T,2023-05-08 10:12:50,37.74622019,112.71484813,2.00,799.952,-17.952,0.000,,32,38,,
T,2023-05-08 10:12:51,37.74622019,112.71484813,2.00,799.952,-17.952,0.000,,32,38,,
T,2023-05-08 10:12:52,37.74622019,112.71484813,2.00,799.952,-17.952,0.000,,31,38,,
T,2023-05-08 10:12:53,37.74622019,112.71484813,2.00,799.952,-17.952,0.000,,32,39,,
T,2023-05-08 10:12:54,37.74622019,112.71484813,2.50,799.952,-17.952,0.000,,31,39,,
T,2023-05-08 10:12:55,37.74622019,112.71484813,2.00,799.952,-17.952,0.000,,32,40,,
T,2023-05-08 10:12:56,37.74622019,112.71484813,2.00,799.952,-17.952,0.000,,32,40,,
T,2023-05-08 10:12:57,37.74622019,112.71484813,2.50,799.952,-17.952,0.000,,32,40,,
T,2023-05-08 10:12:58,37.74622019,112.71484813,2.00,799.952,-17.952,0.000,,28,40,,
T,2023-05-08 10:12:59,37.74622019,112.71484813,2.00,799.952,-17.952,0.000,,31,40,,
T,2023-05-08 10:13:00,37.74622019,112.71484813,1.50,799.952,-17.952,0.000,,31,41,,
T,2023-05-08 10:13:01,37.74622019,112.71484813,1.50,799.952,-17.952,0.000,,31,40,,
T,2023-05-08 10:13:02,37.74622019,112.71484813,2.00,799.952,-17.952,0.000,,32,41,,
T,2023-05-08 10:13:03,37.74622019,112.71484813,2.00,799.952,-17.952,0.000,,31,41,,
T,2023-05-08 10:13:04,37.74622019,112.71484813,2.00,799.952,-17.952,0.000,,32,41,,
T,2023-05-08 10:13:05,37.74622019,112.71484813,2.00,799.952,-17.952,0.000,,31,41,,
T,2023-05-08 10:13:06,37.74622019,112.71484813,2.00,799.952,-17.952,0.000,,31,41,,
T,2023-05-08 10:13:07,37.74622019,112.71484813,2.00,799.952,-17.952,0.000,,32,41,,
T,2023-05-08 10:13:08,37.74622019,112.71484813,2.00,799.952,-17.952,0.000,,32,41,,
T,2023-05-08 10:13:09,37.74622019,112.71484813,2.00,799.952,-17.952,0.000,,32,41,,
T,2023-05-08 10:13:10,37.74622019,112.71484813,2.00,799.952,-17.952,0.000,,30,40,,
T,2023-05-08 10:13:11,37.74622019,112.71484813,2.00,799.952,-17.952,0.000,,32,42,,
T,2023-05-08 10:13:12,37.74622019,112.71484813,2.00,799.952,-17.952,0.000,,32,42,,
T,2023-05-08 10:13:13,37.74622019,112.71484813,2.00,799.952,-17.952,0.000,,28,42,,
T,2023-05-08 10:13:14,37.74622019,112.71484813,2.00,799.952,-17.952,0.000,,32,42,,
T,2023-05-08 10:13:15,37.74622019,112.71484813,2.00,799.952,-17.952,0.000,,31,42,,
T,2023-05-08 10:13:16,37.74622019,112.71484813,2.00,799.952,-17.952,0.000,,31,41,,
T,2023-05-08 10:13:17,37.74622019,112.71484813,2.00,799.952,-17.952,0.000,,30,41,,
T,2023-05-08 10:13:18,37.74622019,112.71484813,2.00,799.952,-17.952,0.000,,31,41,,
T,2023-05-08 10:13:19,37.74622019,112.71484813,2.00,799.952,-17.952,0.000,,28,41,,
T,2023-05-08 10:13:20,37.74622019,112.71484813,2.00,799.952,-17.952,0.000,,32,41,,
T,2023-05-08 10:13:21,37.74622019,112.71484813,2.00,799.952,-17.952,0.000,,30,41,,
T,2023-05-08 10:13:22,37.74622019,112.71484813,2.00,799.952,-17.952,0.000,,30,41,,
T,2023-05-08 10:13:23,37.74621123,112.71485961,2.00,801.952,-17.952,0.070,181,31,41,,
T,2023-05-08 10:13:24,37.74620833,112.71485768,1.50,801.952,-17.952,0.100,181,29,40,,
T,2023-05-08 10:13:25,37.74620456,112.71485802,2.00,801.952,-17.952,0.430,204,30,40,,
T,2023-05-08 10:13:26,37.74620322,112.71485651,2.00,801.952,-17.952,0.000,,30,40,,
T,2023-05-08 10:13:27,37.74620075,112.71485659,2.00,802.952,-17.952,0.300,195,28,41,,
T,2023-05-08 10:13:28,37.74620100,112.71485751,2.00,802.952,-17.952,0.000,,31,42,,
T,2023-05-08 10:13:29,37.74619962,112.71485718,2.00,802.952,-17.952,0.480,234,29,42,,
T,2023-05-08 10:13:30,37.74619941,112.71485416,2.00,802.952,-17.952,0.410,234,32,43,,
T,2023-05-08 10:13:31,37.74620037,112.71485601,2.00,802.952,-17.952,0.050,235,29,42,,
T,2023-05-08 10:13:32,37.74620058,112.71485978,2.00,802.952,-17.952,0.210,236,30,42,,
T,2023-05-08 10:13:33,37.74620020,112.71485928,2.00,802.952,-17.952,0.000,,32,42,,
T,2023-05-08 10:13:34,37.74620020,112.71485928,2.00,802.952,-17.952,0.000,,32,42,,
T,2023-05-08 10:13:35,37.74620020,112.71485928,2.00,802.952,-17.952,0.000,,31,42,,
T,2023-05-08 10:13:36,37.74620020,112.71485928,2.00,802.952,-17.952,0.000,,32,42,,
T,2023-05-08 10:13:37,37.74620020,112.71485928,2.00,802.952,-17.952,0.000,,32,41,,
T,2023-05-08 10:13:38,37.74620020,112.71485928,2.00,802.952,-17.952,0.000,,31,41,,
T,2023-05-08 10:13:39,37.74620020,112.71485928,1.50,802.952,-17.952,0.000,,29,41,,
T,2023-05-08 10:13:40,37.74620020,112.71485928,2.00,802.952,-17.952,0.000,,27,40,,
T,2023-05-08 10:13:41,37.74620020,112.71485928,1.50,802.952,-17.952,0.000,,30,41,,
T,2023-05-08 10:13:42,37.74620020,112.71485928,2.00,802.952,-17.952,0.000,,31,41,,
T,2023-05-08 10:13:43,37.74620020,112.71485928,2.00,802.952,-17.952,0.000,,32,40,,
T,2023-05-08 10:13:44,37.74620020,112.71485928,2.00,802.952,-17.952,0.000,,30,41,,
T,2023-05-08 10:13:45,37.74620758,112.71485534,2.00,803.952,-17.952,0.520,187,30,41,,
T,2023-05-08 10:13:46,37.74620452,112.71486129,2.50,802.952,-17.952,0.430,183,25,41,,
T,2023-05-08 10:13:47,37.74621009,112.71485768,2.00,802.952,-17.952,0.350,159,31,40,,
T,2023-05-08 10:13:48,37.74621458,112.71485886,2.00,802.952,-17.952,0.300,142,29,40,,
T,2023-05-08 10:13:49,37.74621303,112.71485978,2.50,801.952,-17.952,0.000,,31,40,,
T,2023-05-08 10:13:50,37.74621303,112.71485978,2.00,801.952,-17.952,0.000,,31,41,,
T,2023-05-08 10:13:51,37.74621303,112.71485978,2.00,801.952,-17.952,0.000,,31,41,,
T,2023-05-08 10:13:52,37.74621303,112.71485978,2.50,801.952,-17.952,0.000,,31,41,,
T,2023-05-08 10:13:53,37.74621303,112.71485978,2.00,801.952,-17.952,0.000,,31,41,,
T,2023-05-08 10:13:54,37.74621303,112.71485978,2.00,801.952,-17.952,0.000,,30,41,,
T,2023-05-08 10:13:55,37.74621303,112.71485978,1.50,801.952,-17.952,0.000,,31,41,,
T,2023-05-08 10:13:56,37.74621303,112.71485978,1.50,801.952,-17.952,0.000,,31,41,,
T,2023-05-08 10:13:57,37.74620913,112.71486305,2.00,801.952,-17.952,0.220,155,30,41,,
T,2023-05-08 10:13:58,37.74620879,112.71486280,2.00,801.952,-17.952,0.010,154,32,41,,
T,2023-05-08 10:13:59,37.74620201,112.71487637,2.50,800.951,-17.951,0.160,154,29,41,,
T,2023-05-08 10:14:00,37.74620058,112.71488551,2.00,799.951,-17.951,0.000,,29,41,,
T,2023-05-08 10:14:01,37.74620058,112.71488551,2.00,799.951,-17.951,0.000,,30,41,,
T,2023-05-08 10:14:02,37.74620058,112.71488551,2.00,799.951,-17.951,0.000,,32,41,,
T,2023-05-08 10:14:03,37.74620670,112.71488207,2.00,799.951,-17.951,0.240,158,32,41,,
T,2023-05-08 10:14:04,37.74621206,112.71487428,2.00,798.951,-17.951,0.100,158,30,41,,
T,2023-05-08 10:14:05,37.74621194,112.71487361,2.50,798.951,-17.951,0.020,158,32,41,,
T,2023-05-08 10:14:06,37.74621223,112.71487361,2.50,798.951,-17.951,0.000,,32,40,,
T,2023-05-08 10:14:07,37.74621223,112.71487361,3.00,798.951,-17.951,0.000,,32,40,,
T,2023-05-08 10:14:08,37.74621223,112.71487361,2.50,798.951,-17.951,0.000,,32,40,,
T,2023-05-08 10:14:09,37.74621223,112.71487361,2.00,798.951,-17.951,0.000,,32,41,,
T,2023-05-08 10:14:10,37.74621223,112.71487361,2.50,798.951,-17.951,0.000,,32,41,,
T,2023-05-08 10:14:11,37.74621223,112.71487361,2.50,798.951,-17.951,0.000,,31,41,,
T,2023-05-08 10:14:12,37.74621223,112.71487361,2.50,798.951,-17.951,0.000,,30,41,,
T,2023-05-08 10:14:13,37.74621223,112.71487361,2.50,798.951,-17.951,0.000,,32,41,,
T,2023-05-08 10:14:14,37.74621223,112.71487361,2.50,798.951,-17.951,0.000,,32,41,,
T,2023-05-08 10:14:15,37.74621223,112.71487361,2.50,798.951,-17.951,0.000,,31,41,,
T,2023-05-08 10:14:16,37.74621223,112.71487361,2.50,798.951,-17.951,0.000,,31,41,,
T,2023-05-08 10:14:17,37.74621223,112.71487361,2.50,798.951,-17.951,0.000,,31,41,,
T,2023-05-08 10:14:18,37.74621223,112.71487361,2.50,798.951,-17.951,0.000,,31,41,,
T,2023-05-08 10:14:19,37.74621223,112.71487361,2.50,798.951,-17.951,0.000,,31,41,,
T,2023-05-08 10:14:20,37.74621223,112.71487361,2.00,798.951,-17.951,0.000,,31,41,,
T,2023-05-08 10:14:21,37.74621223,112.71487361,2.50,798.951,-17.951,0.000,,31,41,,
T,2023-05-08 10:14:22,37.74621223,112.71487361,2.50,798.951,-17.951,0.000,,30,41,,
T,2023-05-08 10:14:23,37.74621223,112.71487361,2.50,798.951,-17.951,0.000,,31,41,,
T,2023-05-08 10:14:24,37.74621223,112.71487361,2.50,798.951,-17.951,0.000,,31,41,,
T,2023-05-08 10:14:25,37.74621223,112.71487361,2.50,798.951,-17.951,0.000,,32,41,,
T,2023-05-08 10:14:26,37.74621164,112.71487168,2.00,799.952,-17.952,0.050,158,31,41,,
T,2023-05-08 10:14:27,37.74621190,112.71487151,2.00,799.952,-17.952,0.000,,31,41,,
T,2023-05-08 10:14:28,37.74621194,112.71487126,2.50,799.952,-17.952,0.000,,31,41,,
T,2023-05-08 10:14:29,37.74621202,112.71487093,2.50,799.952,-17.952,0.000,,32,40,,
T,2023-05-08 10:14:30,37.74621202,112.71487093,2.50,799.952,-17.952,0.000,,32,40,,
T,2023-05-08 10:14:31,37.74621202,112.71487093,2.00,799.952,-17.952,0.000,,32,40,,
T,2023-05-08 10:14:32,37.74621202,112.71487093,2.00,799.952,-17.952,0.000,,32,40,,
T,2023-05-08 10:14:33,37.74621202,112.71487093,2.00,799.952,-17.952,0.000,,32,40,,
T,2023-05-08 10:14:34,37.74621202,112.71487093,2.00,799.952,-17.952,0.000,,32,40,,
T,2023-05-08 10:14:35,37.74621202,112.71487093,2.00,799.952,-17.952,0.000,,32,39,,
T,2023-05-08 10:14:36,37.74621202,112.71487093,2.00,799.952,-17.952,0.000,,32,39,,
T,2023-05-08 10:14:37,37.74621202,112.71487093,2.50,799.952,-17.952,0.000,,32,39,,
T,2023-05-08 10:14:38,37.74621202,112.71487093,2.50,799.952,-17.952,0.000,,32,40,,
T,2023-05-08 10:14:39,37.74621202,112.71487093,2.50,799.952,-17.952,0.000,,32,40,,
T,2023-05-08 10:14:40,37.74621202,112.71487093,2.50,799.952,-17.952,0.000,,31,41,,
T,2023-05-08 10:14:41,37.74621202,112.71487093,1.50,799.952,-17.952,0.000,,32,41,,
T,2023-05-08 10:14:42,37.74621202,112.71487093,2.00,799.952,-17.952,0.000,,32,41,,
T,2023-05-08 10:14:43,37.74621202,112.71487093,1.50,799.952,-17.952,0.000,,30,41,,
T,2023-05-08 10:14:44,37.74621202,112.71487093,2.00,799.952,-17.952,0.000,,29,41,,
T,2023-05-08 10:14:45,37.74621202,112.71487093,1.50,799.952,-17.952,0.000,,32,41,,
T,2023-05-08 10:14:46,37.74621692,112.71487176,1.50,799.952,-17.952,0.030,158,25,41,,
T,2023-05-08 10:14:47,37.74621676,112.71487160,2.00,799.952,-17.952,0.000,,32,41,,
T,2023-05-08 10:14:48,37.74621676,112.71487135,2.00,799.952,-17.952,0.000,,32,41,,
T,2023-05-08 10:14:49,37.74621684,112.71487101,1.50,799.952,-17.952,0.000,,32,40,,
T,2023-05-08 10:14:50,37.74621684,112.71487101,2.00,799.952,-17.952,0.000,,31,40,,
T,2023-05-08 10:14:51,37.74621684,112.71487101,1.50,799.952,-17.952,0.000,,32,40,,
