type,date time,latitude,longitude,accuracy(m),altitude(m),geoid_height(m),speed(m/s),bearing(deg),sat_used,sat_inview,name,desc
T,2023-05-08 10:03:01,37.74684586,112.71512900,1.50,798.950,-17.950,0.550,162,31,38,,
T,2023-05-08 10:03:02,37.74685131,112.71513579,1.50,798.950,-17.950,1.230,162,30,40,,
T,2023-05-08 10:03:04,37.74687130,112.71513152,1.50,798.950,-17.950,1.160,162,31,40,,
T,2023-05-08 10:03:05,37.74687750,112.71512012,1.50,798.950,-17.950,1.140,283,32,40,,
T,2023-05-08 10:03:07,37.74687951,112.71510805,1.50,799.950,-17.950,0.600,316,32,40,,
T,2023-05-08 10:03:08,37.74687545,112.71510947,1.50,799.950,-17.950,0.240,316,32,40,,
T,2023-05-08 10:03:09,37.74687449,112.71510989,1.50,799.950,-17.950,0.080,316,30,40,,
T,2023-05-08 10:03:10,37.74686828,112.71511710,1.50,799.950,-17.950,0.070,316,30,40,,
T,2023-05-08 10:03:11,37.74686820,112.71511660,1.50,799.950,-17.950,0.000,,31,40,,
T,2023-05-08 10:03:12,37.74686594,112.71512255,1.50,798.950,-17.950,0.050,316,30,41,,
T,2023-05-08 10:03:14,37.74686615,112.71512255,1.50,798.950,-17.950,0.000,,32,41,,
T,2023-05-08 10:03:15,37.74686640,112.71512289,1.50,798.950,-17.950,0.000,,32,41,,
T,2023-05-08 10:03:16,37.74686640,112.71512289,1.50,798.950,-17.950,0.000,,30,41,,
T,2023-05-08 10:03:17,37.74686640,112.71512289,1.50,798.950,-17.950,0.000,,31,41,,
T,2023-05-08 10:03:18,37.74686640,112.71512289,1.50,798.950,-17.950,0.000,,32,41,,
T,2023-05-08 10:03:19,37.74686640,112.71512289,1.50,798.950,-17.950,0.000,,30,41,,
T,2023-05-08 10:03:20,37.74686640,112.71512289,1.50,798.950,-17.950,0.000,,30,40,,
T,2023-05-08 10:03:21,37.74686640,112.71512289,2.00,798.950,-17.950,0.000,,29,40,,
T,2023-05-08 10:03:22,37.74686099,112.71512247,2.00,798.950,-17.950,0.470,316,29,38,,
T,2023-05-08 10:03:23,37.74685793,112.71511978,1.50,799.950,-17.950,0.370,316,31,39,,
T,2023-05-08 10:03:24,37.74685705,112.71512414,1.50,799.950,-17.950,0.550,316,31,39,,
T,2023-05-08 10:03:25,37.74685705,112.71513144,1.50,800.950,-17.950,0.830,316,32,39,,
T,2023-05-08 10:03:27,37.74685378,112.71513999,1.50,800.950,-17.950,0.760,316,32,39,,
T,2023-05-08 10:03:28,37.74685173,112.71513739,1.50,800.950,-17.950,0.180,316,32,39,,
T,2023-05-08 10:03:29,37.74685173,112.71513680,1.50,800.950,-17.950,0.000,,31,39,,
T,2023-05-08 10:03:31,37.74685156,112.71513646,1.50,800.950,-17.950,0.000,,32,39,,
T,2023-05-08 10:03:32,37.74685156,112.71513646,1.50,800.950,-17.950,0.000,,32,39,,
T,2023-05-08 10:03:33,37.74685156,112.71513646,1.50,800.950,-17.950,0.000,,32,39,,
T,2023-05-08 10:03:34,37.74685156,112.71513646,2.00,800.950,-17.950,0.000,,31,39,,
T,2023-05-08 10:03:35,37.74685156,112.71513646,2.00,800.950,-17.950,0.000,,32,39,,
T,2023-05-08 10:03:36,37.74686133,112.71513797,2.00,799.950,-17.950,0.010,316,32,39,,
T,2023-05-08 10:03:37,37.74686158,112.71513822,2.00,799.950,-17.950,0.000,,32,39,,
T,2023-05-08 10:03:38,37.74686753,112.71514744,2.00,800.950,-17.950,0.400,82,31,39,,
T,2023-05-08 10:03:39,37.74687272,112.71516262,2.00,799.950,-17.950,0.290,77,31,39,,
T,2023-05-08 10:03:40,37.74687419,112.71516488,2.00,799.950,-17.950,0.490,32,31,39,,
T,2023-05-08 10:03:41,37.74687880,112.71516454,2.00,800.950,-17.950,0.450,358,32,39,,
T,2023-05-08 10:03:42,37.74687746,112.71516396,2.00,800.950,-17.950,0.330,336,32,38,,
T,2023-05-08 10:03:43,37.74687817,112.71516421,2.00,800.950,-17.950,0.100,334,31,39,,
T,2023-05-08 10:03:44,37.74687851,112.71516429,2.00,799.950,-17.950,0.000,,32,39,,
T,2023-05-08 10:03:47,37.74687851,112.71516429,2.00,799.950,-17.950,0.000,,31,40,,
T,2023-05-08 10:03:48,37.74687851,112.71516429,2.00,799.950,-17.950,0.000,,32,40,,
T,2023-05-08 10:03:49,37.74687495,112.71516982,2.00,801.950,-17.950,0.640,105,32,40,,
T,2023-05-08 10:03:50,37.74686971,112.71516982,2.00,801.950,-17.950,0.590,203,32,39,,
T,2023-05-08 10:03:52,37.74686996,112.71516304,2.00,800.950,-17.950,0.180,264,32,39,,
T,2023-05-08 10:03:53,37.74686920,112.71516329,2.00,800.950,-17.950,0.000,,32,39,,
T,2023-05-08 10:03:54,37.74686925,112.71516278,2.00,800.950,-17.950,0.000,,32,38,,
T,2023-05-08 10:03:56,37.74686933,112.71516228,2.00,800.950,-17.950,0.000,,32,38,,
T,2023-05-08 10:03:57,37.74686933,112.71516228,2.00,800.950,-17.950,0.000,,32,38,,
T,2023-05-08 10:03:58,37.74686933,112.71516228,2.00,800.950,-17.950,0.000,,31,38,,
T,2023-05-08 10:03:59,37.74686933,112.71516228,2.00,800.950,-17.950,0.000,,31,38,,
T,2023-05-08 10:04:00,37.74686933,112.71516228,2.00,800.950,-17.950,0.000,,29,38,,
T,2023-05-08 10:04:01,37.74686933,112.71516228,2.00,800.950,-17.950,0.000,,31,38,,
T,2023-05-08 10:04:02,37.74686933,112.71516228,2.00,800.950,-17.950,0.000,,32,38,,
T,2023-05-08 10:04:03,37.74686933,112.71516228,2.00,800.950,-17.950,0.000,,32,38,,
T,2023-05-08 10:04:04,37.74687260,112.71515147,2.00,801.950,-17.950,0.450,285,32,38,,
T,2023-05-08 10:04:05,37.74687855,112.71514636,2.00,801.950,-17.950,0.370,294,32,38,,
T,2023-05-08 10:04:06,37.74688086,112.71513881,2.00,801.950,-17.950,0.800,297,31,39,,
T,2023-05-08 10:04:07,37.74687759,112.71513118,2.00,801.950,-17.950,0.470,296,32,39,,
T,2023-05-08 10:04:08,37.74688069,112.71512783,2.00,800.950,-17.950,0.710,351,32,39,,
T,2023-05-08 10:04:09,37.74688702,112.71513110,2.00,800.950,-17.950,0.500,25,32,39,,
T,2023-05-08 10:04:10,37.74688781,112.71513563,2.00,800.950,-17.950,0.430,52,31,39,,
T,2023-05-08 10:04:11,37.74688500,112.71513412,2.00,800.950,-17.950,0.230,87,31,38,,
T,2023-05-08 10:04:12,37.74688111,112.71513554,2.00,801.950,-17.950,0.480,117,32,38,,
T,2023-05-08 10:04:13,37.74688052,112.71513579,2.00,801.950,-17.950,0.560,285,31,38,,
T,2023-05-08 10:04:14,37.74688425,112.71513244,2.00,801.950,-17.950,0.840,323,31,38,,
T,2023-05-08 10:04:15,37.74688337,112.71512951,2.00,801.950,-17.950,0.300,20,31,38,,
T,2023-05-08 10:04:16,37.74687918,112.71513244,2.00,802.950,-17.950,0.350,86,32,38,,
T,2023-05-08 10:04:17,37.74688148,112.71513370,2.00,802.950,-17.950,0.410,110,32,38,,
T,2023-05-08 10:04:19,37.74688819,112.71512884,2.00,803.950,-17.950,0.000,,32,38,,
T,2023-05-08 10:04:20,37.74688815,112.71512875,2.00,803.950,-17.950,0.000,,32,38,,
T,2023-05-08 10:04:21,37.74688815,112.71512875,2.00,803.950,-17.950,0.000,,32,38,,
T,2023-05-08 10:04:22,37.74688693,112.71513009,2.00,803.950,-17.950,1.050,159,32,38,,
T,2023-05-08 10:04:23,37.74687951,112.71514091,1.50,803.950,-17.950,0.950,172,32,39,,
T,2023-05-08 10:04:24,37.74687402,112.71514208,2.00,802.950,-17.950,0.240,187,32,39,,
T,2023-05-08 10:04:25,37.74687126,112.71513923,1.50,802.950,-17.950,0.750,179,32,39,,
T,2023-05-08 10:04:26,37.74686271,112.71513730,1.50,801.950,-17.950,0.460,190,32,40,,
T,2023-05-08 10:04:27,37.74686174,112.71513269,1.50,802.950,-17.950,0.510,311,32,40,,
T,2023-05-08 10:04:28,37.74685781,112.71512951,1.50,802.950,-17.950,0.560,43,32,40,,
T,2023-05-08 10:04:29,37.74685722,112.71512582,2.00,802.950,-17.950,0.450,88,32,39,,
T,2023-05-08 10:04:30,37.74685894,112.71512557,2.00,802.950,-17.950,0.040,112,32,39,,
T,2023-05-08 10:04:31,37.74685990,112.71512574,2.00,802.950,-17.950,0.460,124,32,40,,
T,2023-05-08 10:04:32,37.74686770,112.71511995,2.00,803.950,-17.950,1.110,356,32,40,,
T,2023-05-08 10:04:33,37.74687612,112.71511392,2.00,803.950,-17.950,1.040,346,31,40,,
T,2023-05-08 10:04:34,37.74687989,112.71511358,2.00,803.950,-17.950,0.480,342,31,40,,
T,2023-05-08 10:04:35,37.74687796,112.71511668,2.00,803.950,-17.950,0.300,337,31,40,,
T,2023-05-08 10:04:36,37.74687880,112.71511442,2.00,803.950,-17.950,0.150,336,32,41,,
T,2023-05-08 10:04:37,37.74687893,112.71511492,2.00,803.950,-17.950,0.000,,30,41,,
T,2023-05-08 10:04:38,37.74687893,112.71511492,2.00,803.950,-17.950,0.000,,32,41,,
T,2023-05-08 10:04:39,37.74687893,112.71511492,2.00,803.950,-17.950,0.000,,32,41,,
T,2023-05-08 10:04:40,37.74687935,112.71511576,2.00,804.950,-17.950,0.450,344,31,41,,
T,2023-05-08 10:04:41,37.74688065,112.71512004,2.00,804.950,-17.950,0.440,350,32,40,,
T,2023-05-08 10:04:42,37.74688174,112.71511685,2.50,804.950,-17.950,0.540,282,31,41,,
T,2023-05-08 10:04:43,37.74688044,112.71511861,3.00,804.950,-17.950,0.220,266,31,41,,
T,2023-05-08 10:04:44,37.74688203,112.71511978,3.00,805.950,-17.950,0.080,264,30,41,,
T,2023-05-08 10:04:45,37.74688018,112.71511920,3.00,805.950,-17.950,0.410,247,29,41,,
T,2023-05-08 10:04:46,37.74688119,112.71511417,3.00,805.950,-17.950,0.380,240,31,41,,
T,2023-05-08 10:04:47,37.74688052,112.71511450,3.00,806.950,-17.950,0.380,217,32,42,,
T,2023-05-08 10:04:48,37.74687880,112.71511903,2.50,805.950,-17.950,1.030,136,32,43,,
T,2023-05-08 10:04:49,37.74687893,112.71511325,2.50,804.950,-17.950,0.070,120,31,42,,
T,2023-05-08 10:04:50,37.74687910,112.71511241,2.00,804.950,-17.950,0.000,,32,42,,
T,2023-05-08 10:04:51,37.74687897,112.71511191,2.00,804.950,-17.950,0.000,,32,42,,
T,2023-05-08 10:04:54,37.74687696,112.71510520,2.00,804.950,-17.950,0.000,,31,40,,
T,2023-05-08 10:04:55,37.74687754,112.71509414,2.50,803.950,-17.950,0.130,112,32,40,,
T,2023-05-08 10:04:56,37.74687796,112.71509238,2.00,804.950,-17.950,0.080,111,32,40,,
T,2023-05-08 10:04:57,37.74687553,112.71509489,2.50,804.950,-17.950,1.040,113,32,40,,
T,2023-05-08 10:04:58,37.74687201,112.71509531,2.50,804.950,-17.950,0.600,139,32,41,,
T,2023-05-08 10:04:59,37.74686996,112.71509481,2.50,805.950,-17.950,0.580,48,30,41,,
T,2023-05-08 10:05:00,37.74686250,112.71509028,2.00,806.950,-17.950,1.980,25,32,41,,
T,2023-05-08 10:05:01,37.74685102,112.71510227,2.00,806.950,-17.950,1.300,25,32,41,,
T,2023-05-08 10:05:02,37.74684775,112.71510637,2.00,807.950,-17.950,0.840,25,32,41,,
T,2023-05-08 10:05:03,37.74684154,112.71510763,2.50,807.950,-17.950,0.780,171,32,41,,
T,2023-05-08 10:05:04,37.74683572,112.71510629,2.00,807.950,-17.950,0.790,214,32,40,,
T,2023-05-08 10:05:05,37.74683031,112.71510344,2.50,807.950,-17.950,0.520,308,31,40,,
T,2023-05-08 10:05:07,37.74683119,112.71509849,2.00,807.950,-17.950,0.550,57,32,39,,
T,2023-05-08 10:05:08,37.74683522,112.71510285,2.00,807.950,-17.950,0.540,57,32,39,,
T,2023-05-08 10:05:09,37.74683442,112.71510637,2.50,807.950,-17.950,0.120,57,31,40,,
T,2023-05-08 10:05:10,37.74683455,112.71511115,2.50,807.950,-17.950,0.660,57,31,40,,
T,2023-05-08 10:05:11,37.74683258,112.71511526,2.00,806.950,-17.950,0.440,57,31,40,,
T,2023-05-08 10:05:12,37.74684083,112.71511702,2.50,806.950,-17.950,1.150,57,31,39,,
T,2023-05-08 10:05:13,37.74685043,112.71511467,2.50,807.950,-17.950,1.050,57,31,39,,
T,2023-05-08 10:05:14,37.74685123,112.71511107,3.00,807.950,-17.950,0.320,57,32,39,,
T,2023-05-08 10:05:15,37.74684980,112.71510839,3.00,807.950,-17.950,0.130,57,30,39,,
T,2023-05-08 10:05:16,37.74684909,112.71511140,3.00,807.950,-17.950,0.230,57,31,39,,
T,2023-05-08 10:05:17,37.74684967,112.71510704,2.50,807.950,-17.950,0.450,57,31,39,,
T,2023-05-08 10:05:18,37.74685127,112.71510947,2.50,807.950,-17.950,0.180,57,31,38,,
T,2023-05-08 10:05:19,37.74685127,112.71510947,2.50,807.950,-17.950,0.010,57,32,38,,
T,2023-05-08 10:05:20,37.74685152,112.71510956,3.00,807.950,-17.950,0.000,,29,38,,
T,2023-05-08 10:05:21,37.74685152,112.71510956,3.00,807.950,-17.950,0.000,,30,38,,
T,2023-05-08 10:05:22,37.74685152,112.71510956,2.50,807.950,-17.950,0.000,,30,38,,
T,2023-05-08 10:05:23,37.74684498,112.71511174,3.00,807.950,-17.950,1.620,57,30,38,,
T,2023-05-08 10:05:24,37.74682859,112.71511157,2.50,807.950,-17.950,1.640,57,30,37,,
T,2023-05-08 10:05:25,37.74681807,112.71511844,2.50,806.950,-17.950,1.440,145,32,38,,
T,2023-05-08 10:05:26,37.74681464,112.71512800,2.50,806.950,-17.950,0.310,152,32,38,,
T,2023-05-08 10:05:27,37.74681644,112.71513227,3.00,805.950,-17.950,0.230,152,31,38,,
T,2023-05-08 10:05:28,37.74682357,112.71513253,2.50,805.950,-17.950,0.140,157,32,38,,
T,2023-05-08 10:05:29,37.74682386,112.71513202,3.00,805.950,-17.950,0.000,,31,38,,
T,2023-05-08 10:05:30,37.74682386,112.71513202,3.00,805.950,-17.950,0.000,,30,38,,
T,2023-05-08 10:05:31,37.74682386,112.71513202,3.00,805.950,-17.950,0.000,,28,38,,
T,2023-05-08 10:05:32,37.74682386,112.71513202,3.00,805.950,-17.950,0.000,,28,38,,
T,2023-05-08 10:05:33,37.74682386,112.71513202,3.00,805.950,-17.950,0.000,,28,38,,
T,2023-05-08 10:05:34,37.74682386,112.71513202,3.00,805.950,-17.950,0.000,,30,38,,
T,2023-05-08 10:05:35,37.74682386,112.71513202,2.50,805.950,-17.950,0.000,,31,38,,
T,2023-05-08 10:05:52,37.74684691,112.71509112,8.00,808.950,-17.950,0.460,0,30,42,,
T,2023-05-08 10:05:53,37.74682994,112.71511819,5.50,800.950,-17.950,0.270,0,30,42,,
T,2023-05-08 10:05:54,37.74683580,112.71511819,4.00,800.950,-17.950,0.520,0,30,42,,
T,2023-05-08 10:05:55,37.74683501,112.71510822,3.50,800.950,-17.950,1.120,0,29,44,,
T,2023-05-08 10:05:56,37.74683643,112.71508818,3.00,801.950,-17.950,1.580,0,31,44,,
T,2023-05-08 10:05:57,37.74684548,112.71507117,3.00,802.951,-17.951,1.550,0,30,44,,
T,2023-05-08 10:05:58,37.74685588,112.71506363,3.00,802.951,-17.951,1.450,0,30,44,,
T,2023-05-08 10:05:59,37.74686690,112.71505843,2.50,802.951,-17.951,0.740,0,31,44,,
T,2023-05-08 10:06:00,37.74686791,112.71505357,2.50,802.951,-17.951,0.280,0,30,44,,
T,2023-05-08 10:06:01,37.74687562,112.71504762,2.50,801.951,-17.951,1.360,306,30,44,,
T,2023-05-08 10:06:02,37.74688459,112.71503546,2.50,800.951,-17.951,1.440,334,30,44,,
T,2023-05-08 10:06:03,37.74689225,112.71502800,2.50,800.951,-17.951,1.410,320,30,44,,
T,2023-05-08 10:06:04,37.74689812,112.71501568,2.50,800.951,-17.951,1.320,294,30,42,,
T,2023-05-08 10:06:05,37.74690537,112.71500302,2.50,800.951,-17.951,1.510,297,31,42,,
T,2023-05-08 10:06:06,37.74691463,112.71499263,2.50,799.951,-17.951,1.460,307,30,42,,
T,2023-05-08 10:06:07,37.74692867,112.71498199,2.50,799.951,-17.951,1.480,325,30,42,,
T,2023-05-08 10:06:08,37.74694150,112.71497654,2.50,799.951,-17.951,1.270,343,30,42,,
T,2023-05-08 10:06:09,37.74694913,112.71498023,2.00,798.951,-17.951,1.500,14,30,40,,
T,2023-05-08 10:06:10,37.74695789,112.71497746,2.50,799.951,-17.951,0.780,8,30,40,,
T,2023-05-08 10:06:11,37.74696484,112.71497486,2.00,799.951,-17.951,1.240,4,30,40,,
T,2023-05-08 10:06:12,37.74697431,112.71497746,2.00,800.951,-17.951,1.170,11,30,39,,
T,2023-05-08 10:06:13,37.74697947,112.71498693,2.50,800.951,-17.951,0.290,18,28,37,,
T,2023-05-08 10:06:14,37.74697385,112.71499347,2.00,800.951,-17.951,0.830,137,29,37,,
T,2023-05-08 10:06:15,37.74696560,112.71499758,2.00,800.951,-17.951,1.190,155,29,37,,
T,2023-05-08 10:06:16,37.74696807,112.71501124,2.00,800.951,-17.951,1.250,115,32,38,,
T,2023-05-08 10:06:17,37.74697142,112.71501233,2.50,801.951,-17.951,0.500,100,28,40,,
T,2023-05-08 10:06:18,37.74697318,112.71500898,2.00,801.951,-17.951,0.970,94,31,40,,
T,2023-05-08 10:06:19,37.74698228,112.71499976,2.00,801.951,-17.951,0.720,94,31,40,,
T,2023-05-08 10:06:20,37.74698932,112.71500244,2.00,801.951,-17.951,0.900,94,29,40,,
T,2023-05-08 10:06:21,37.74699498,112.71501015,2.00,801.951,-17.951,1.210,94,30,40,,
T,2023-05-08 10:06:22,37.74699820,112.71502431,2.00,801.951,-17.951,1.090,94,30,40,,
T,2023-05-08 10:06:23,37.74699954,112.71504024,2.00,801.951,-17.951,2.140,71,31,40,,
T,2023-05-08 10:06:24,37.74701082,112.71506304,2.00,801.951,-17.951,1.890,78,29,40,,
T,2023-05-08 10:06:25,37.74701618,112.71508416,2.00,801.950,-17.950,1.550,87,31,38,,
T,2023-05-08 10:06:26,37.74701639,112.71509917,2.00,801.950,-17.950,1.510,90,30,38,,
T,2023-05-08 10:06:27,37.74701434,112.71511165,2.00,801.950,-17.950,1.360,93,31,38,,
T,2023-05-08 10:06:28,37.74701497,112.71512548,2.00,801.950,-17.950,1.110,113,28,39,,
T,2023-05-08 10:06:29,37.74700709,112.71513521,2.00,801.950,-17.950,1.260,147,30,39,,
T,2023-05-08 10:06:30,37.74699380,112.71514057,2.00,801.950,-17.950,0.900,170,31,39,,
T,2023-05-08 10:06:31,37.74699384,112.71513655,2.00,801.950,-17.950,0.690,210,30,40,,
T,2023-05-08 10:06:32,37.74700352,112.71512968,2.00,801.950,-17.950,0.800,302,31,39,,
T,2023-05-08 10:06:33,37.74701689,112.71512783,2.00,801.950,-17.950,1.560,350,31,38,,
T,2023-05-08 10:06:34,37.74703533,112.71512129,2.00,801.950,-17.950,1.560,0,31,38,,
T,2023-05-08 10:06:35,37.74705264,112.71511761,2.00,801.950,-17.950,1.440,5,31,38,,
T,2023-05-08 10:06:36,37.74706853,112.71511450,2.00,801.950,-17.950,1.270,357,31,38,,
T,2023-05-08 10:06:37,37.74706790,112.71511635,2.50,801.950,-17.950,1.090,3,31,38,,
T,2023-05-08 10:06:38,37.74705260,112.71513387,2.00,801.950,-17.950,2.320,3,31,38,,
T,2023-05-08 10:06:39,37.74704749,112.71516060,2.50,801.950,-17.950,2.490,95,31,39,,
T,2023-05-08 10:06:40,37.74703642,112.71517636,2.50,800.950,-17.950,1.070,123,31,39,,
T,2023-05-08 10:06:41,37.74703043,112.71518818,2.50,800.950,-17.950,0.930,132,31,39,,
T,2023-05-08 10:06:42,37.74703051,112.71518877,2.50,800.950,-17.950,1.010,154,31,39,,
T,2023-05-08 10:06:43,37.74703483,112.71519430,2.50,799.950,-17.950,0.520,154,31,39,,
T,2023-05-08 10:06:44,37.74703529,112.71519690,2.50,799.950,-17.950,0.190,154,31,39,,
T,2023-05-08 10:06:45,37.74703160,112.71519430,2.50,799.950,-17.950,0.320,154,31,39,,
T,2023-05-08 10:06:46,37.74703257,112.71518692,2.50,799.950,-17.950,1.000,154,31,38,,
T,2023-05-08 10:06:47,37.74702997,112.71518458,2.50,799.950,-17.950,0.750,154,31,38,,
T,2023-05-08 10:06:48,37.74702683,112.71517645,2.50,799.950,-17.950,0.920,154,31,39,,
T,2023-05-08 10:06:49,37.74703001,112.71516245,2.50,799.950,-17.950,0.990,154,30,37,,
T,2023-05-08 10:06:50,37.74702662,112.71515155,2.50,799.950,-17.950,0.490,201,31,38,,
T,2023-05-08 10:06:51,37.74702352,112.71515734,2.50,799.950,-17.950,0.520,207,31,38,,
T,2023-05-08 10:06:52,37.74702041,112.71515633,2.50,799.950,-17.950,0.020,207,31,38,,
T,2023-05-08 10:06:53,37.74702368,112.71516211,2.50,799.950,-17.950,0.080,207,31,38,,
