type,date time,latitude,longitude,accuracy(m),altitude(m),geoid_height(m),speed(m/s),bearing(deg),sat_used,sat_inview,name,desc
T,2023-05-08 09:43:22,37.74676000,112.71646000,1.30,831.045,-17.945,0.000,,40,66,,
T,2023-05-08 09:43:23,37.74676000,112.71646000,1.30,831.045,-17.945,0.000,,39,66,,
T,2023-05-08 09:43:24,37.74676000,112.71646000,1.30,831.045,-17.945,0.000,,40,66,,
T,2023-05-08 09:43:25,37.74676000,112.71646000,1.30,831.045,-17.945,0.000,,41,66,,
T,2023-05-08 09:43:26,37.74676000,112.71646000,1.30,831.045,-17.945,0.000,,41,66,,
T,2023-05-08 09:43:27,37.74676000,112.71646000,1.30,831.045,-17.945,0.000,,42,66,,
T,2023-05-08 09:43:28,37.74676000,112.71646000,1.30,831.045,-17.945,0.000,,41,66,,
T,2023-05-08 09:43:29,37.74676000,112.71646000,1.30,831.045,-17.945,0.000,,42,66,,
T,2023-05-08 09:43:30,37.74676000,112.71646000,1.20,831.045,-17.945,0.000,,42,66,,
T,2023-05-08 09:43:31,37.74676000,112.71646000,1.20,831.045,-17.945,0.000,,41,66,,
T,2023-05-08 09:43:32,37.74676000,112.71646000,1.20,831.045,-17.945,0.000,,41,66,,
T,2023-05-08 09:43:33,37.74676000,112.71646000,1.20,831.045,-17.945,0.000,,42,66,,
T,2023-05-08 09:43:34,37.74676000,112.71646000,1.30,831.045,-17.945,0.000,,42,66,,
T,2023-05-08 09:43:35,37.74676000,112.71646000,1.30,831.045,-17.945,0.000,,42,66,,
T,2023-05-08 09:43:36,37.74676000,112.71646000,1.30,831.045,-17.945,0.000,,42,66,,
T,2023-05-08 09:43:37,37.74676000,112.71646000,1.30,831.045,-17.945,0.000,,42,66,,
T,2023-05-08 09:43:38,37.74676000,112.71646000,1.30,831.045,-17.945,0.000,,42,66,,
T,2023-05-08 09:43:39,37.74676000,112.71646000,1.30,831.045,-17.945,0.000,,41,66,,
T,2023-05-08 09:43:40,37.74676000,112.71646000,1.30,831.045,-17.945,0.000,,41,66,,
T,2023-05-08 09:43:41,37.74676000,112.71646000,1.30,831.045,-17.945,0.000,,40,66,,
T,2023-05-08 09:43:42,37.74676000,112.71646000,1.30,831.045,-17.945,0.000,,41,66,,
T,2023-05-08 09:43:43,37.74676000,112.71646000,1.30,831.045,-17.945,0.000,,40,66,,
T,2023-05-08 09:43:44,37.74676000,112.71646000,1.30,831.045,-17.945,0.000,,41,66,,
T,2023-05-08 09:43:45,37.74676000,112.71646000,1.30,831.045,-17.945,0.000,,41,66,,
T,2023-05-08 09:43:46,37.74676000,112.71646000,1.30,831.045,-17.945,0.000,,40,66,,
T,2023-05-08 09:43:47,37.74676000,112.71646000,1.30,831.045,-17.945,0.000,,40,66,,
T,2023-05-08 09:43:48,37.74684000,112.71652000,1.30,823.345,-17.945,0.217,342,39,66,,
T,2023-05-08 09:43:49,37.74684000,112.71652000,1.30,823.045,-17.945,0.000,,39,66,,
T,2023-05-08 09:43:50,37.74684000,112.71652000,1.30,822.745,-17.945,0.000,,39,66,,
T,2023-05-08 09:43:51,37.74685000,112.71652000,1.30,822.345,-17.945,0.000,,41,66,,
T,2023-05-08 09:43:52,37.74685000,112.71652000,1.30,822.345,-17.945,0.000,,40,65,,
T,2023-05-08 09:43:53,37.74685000,112.71652000,1.30,822.345,-17.945,0.000,,40,65,,
T,2023-05-08 09:43:54,37.74685000,112.71652000,1.30,822.345,-17.945,0.000,,42,65,,
T,2023-05-08 09:43:55,37.74685000,112.71652000,1.30,822.345,-17.945,0.000,,42,65,,
T,2023-05-08 09:43:56,37.74685000,112.71652000,1.30,822.345,-17.945,0.000,,41,65,,
T,2023-05-08 09:43:57,37.74685000,112.71652000,1.30,822.345,-17.945,0.000,,40,65,,
T,2023-05-08 09:43:58,37.74685000,112.71652000,1.30,822.345,-17.945,0.000,,42,66,,
T,2023-05-08 09:43:59,37.74685000,112.71652000,1.30,822.345,-17.945,0.000,,42,66,,
T,2023-05-08 09:44:00,37.74685000,112.71652000,1.30,822.345,-17.945,0.000,,41,66,,
T,2023-05-08 09:44:01,37.74685000,112.71652000,1.30,822.345,-17.945,0.000,,40,66,,
T,2023-05-08 09:44:02,37.74685000,112.71652000,1.30,822.345,-17.945,0.000,,42,66,,
T,2023-05-08 09:44:03,37.74685000,112.71652000,1.30,822.345,-17.945,0.000,,42,66,,
T,2023-05-08 09:44:04,37.74685000,112.71652000,1.30,822.345,-17.945,0.000,,43,66,,
T,2023-05-08 09:44:05,37.74685000,112.71652000,1.30,822.345,-17.945,0.000,,43,66,,
T,2023-05-08 09:44:06,37.74685000,112.71652000,1.30,822.345,-17.945,0.000,,43,66,,
T,2023-05-08 09:44:07,37.74685000,112.71652000,1.30,822.345,-17.945,0.000,,43,66,,
T,2023-05-08 09:44:08,37.74685000,112.71652000,1.30,822.345,-17.945,0.000,,43,66,,
T,2023-05-08 09:44:09,37.74685000,112.71652000,1.30,822.345,-17.945,0.000,,43,66,,
T,2023-05-08 09:44:10,37.74685000,112.71652000,1.30,822.345,-17.945,0.000,,44,66,,
T,2023-05-08 09:44:11,37.74685000,112.71652000,1.30,822.345,-17.945,0.000,,45,66,,
T,2023-05-08 09:44:12,37.74685000,112.71652000,1.30,822.345,-17.945,0.000,,44,66,,
T,2023-05-08 09:44:13,37.74685000,112.71652000,1.30,822.345,-17.945,0.000,,44,66,,
T,2023-05-08 09:44:14,37.74685000,112.71652000,1.30,822.345,-17.945,0.000,,44,66,,
T,2023-05-08 09:44:15,37.74685000,112.71652000,1.30,822.345,-17.945,0.000,,45,66,,
T,2023-05-08 09:44:16,37.74685000,112.71652000,1.30,822.345,-17.945,0.000,,46,66,,
T,2023-05-08 09:44:17,37.74685000,112.71652000,1.30,822.345,-17.945,0.000,,45,66,,
T,2023-05-08 09:44:18,37.74685000,112.71652000,1.30,822.345,-17.945,0.000,,43,66,,
T,2023-05-08 09:44:19,37.74685000,112.71652000,1.30,822.345,-17.945,0.000,,43,67,,
T,2023-05-08 09:44:20,37.74685000,112.71652000,1.30,822.345,-17.945,0.000,,44,67,,
T,2023-05-08 09:44:21,37.74685000,112.71652000,1.40,822.345,-17.945,0.000,,44,67,,
T,2023-05-08 09:44:22,37.74685000,112.71652000,1.40,822.345,-17.945,0.000,,44,67,,
T,2023-05-08 09:44:23,37.74685000,112.71654000,1.40,814.945,-17.945,0.358,214,45,67,,
T,2023-05-08 09:44:24,37.74683000,112.71652000,1.40,815.045,-17.945,0.517,233,46,67,,
T,2023-05-08 09:44:25,37.74682000,112.71650000,1.40,815.045,-17.945,0.630,256,46,67,,
T,2023-05-08 09:44:26,37.74681000,112.71648000,1.50,815.245,-17.945,0.616,273,45,67,,
T,2023-05-08 09:44:27,37.74680000,112.71648000,1.40,815.445,-17.945,0.661,182,43,66,,
T,2023-05-08 09:44:28,37.74680000,112.71647000,1.50,815.845,-17.945,0.668,213,41,67,,
T,2023-05-08 09:44:29,37.74680000,112.71647000,1.50,816.045,-17.945,0.669,220,41,67,,
T,2023-05-08 09:44:30,37.74679000,112.71646000,1.50,816.445,-17.945,0.665,249,42,67,,
T,2023-05-08 09:44:31,37.74679000,112.71646000,1.50,816.745,-17.945,0.662,243,43,67,,
T,2023-05-08 09:44:32,37.74679000,112.71646000,1.50,816.845,-17.945,0.623,289,43,67,,
T,2023-05-08 09:44:33,37.74679000,112.71645000,1.50,816.945,-17.945,0.491,264,42,67,,
T,2023-05-08 09:44:34,37.74680000,112.71645000,1.50,817.145,-17.945,0.000,,42,67,,
T,2023-05-08 09:44:35,37.74680000,112.71645000,1.50,817.345,-17.945,0.000,,41,67,,
T,2023-05-08 09:44:36,37.74680000,112.71646000,1.50,817.445,-17.945,0.000,,39,67,,
T,2023-05-08 09:44:37,37.74680000,112.71646000,1.40,817.445,-17.945,0.000,,39,67,,
T,2023-05-08 09:44:38,37.74680000,112.71646000,1.40,817.445,-17.945,0.000,,40,67,,
T,2023-05-08 09:44:39,37.74680000,112.71646000,1.30,817.445,-17.945,0.000,,41,67,,
T,2023-05-08 09:44:40,37.74680000,112.71646000,1.30,817.445,-17.945,0.000,,41,67,,
T,2023-05-08 09:44:41,37.74680000,112.71646000,1.30,817.445,-17.945,0.000,,42,67,,
T,2023-05-08 09:44:42,37.74680000,112.71646000,1.30,817.445,-17.945,0.000,,40,67,,
T,2023-05-08 09:44:43,37.74680000,112.71646000,1.30,817.445,-17.945,0.000,,41,67,,
T,2023-05-08 09:44:44,37.74680000,112.71646000,1.30,817.445,-17.945,0.000,,41,67,,
T,2023-05-08 09:44:45,37.74680000,112.71646000,1.20,817.445,-17.945,0.000,,42,67,,
T,2023-05-08 09:44:46,37.74680000,112.71646000,1.20,817.445,-17.945,0.000,,42,67,,
T,2023-05-08 09:44:47,37.74680000,112.71646000,1.20,817.445,-17.945,0.000,,42,67,,
T,2023-05-08 09:44:48,37.74680000,112.71646000,1.20,817.445,-17.945,0.000,,40,67,,
T,2023-05-08 09:44:49,37.74680000,112.71646000,1.20,817.445,-17.945,0.000,,37,67,,
T,2023-05-08 09:44:50,37.74680000,112.71646000,1.20,817.445,-17.945,0.000,,36,67,,
T,2023-05-08 09:44:51,37.74680000,112.71646000,1.20,817.445,-17.945,0.000,,35,67,,
T,2023-05-08 09:44:52,37.74680000,112.71646000,1.30,817.445,-17.945,0.000,,37,67,,
T,2023-05-08 09:44:53,37.74680000,112.71646000,1.30,817.445,-17.945,0.000,,36,67,,
T,2023-05-08 09:44:54,37.74680000,112.71646000,1.30,817.445,-17.945,0.000,,37,67,,
T,2023-05-08 09:44:55,37.74680000,112.71646000,1.30,817.445,-17.945,0.000,,37,67,,
T,2023-05-08 09:44:56,37.74680000,112.71646000,1.30,817.445,-17.945,0.000,,36,67,,
T,2023-05-08 09:44:57,37.74680000,112.71646000,1.30,817.445,-17.945,0.000,,36,67,,
T,2023-05-08 09:44:58,37.74680000,112.71646000,1.30,817.445,-17.945,0.000,,36,67,,
T,2023-05-08 09:44:59,37.74680000,112.71646000,1.30,817.445,-17.945,0.000,,36,67,,
T,2023-05-08 09:45:00,37.74680000,112.71646000,1.40,817.445,-17.945,0.000,,36,67,,
T,2023-05-08 09:45:01,37.74680000,112.71646000,1.40,817.445,-17.945,0.000,,36,67,,
T,2023-05-08 09:45:02,37.74680000,112.71646000,1.50,817.445,-17.945,0.000,,39,67,,
T,2023-05-08 09:45:03,37.74680000,112.71646000,1.50,817.445,-17.945,0.000,,39,67,,
T,2023-05-08 09:45:04,37.74680000,112.71646000,1.50,817.445,-17.945,0.000,,41,67,,
T,2023-05-08 09:45:05,37.74680000,112.71646000,1.50,817.445,-17.945,0.000,,41,67,,
T,2023-05-08 09:45:06,37.74680000,112.71646000,1.50,817.445,-17.945,0.000,,43,67,,
T,2023-05-08 09:45:07,37.74680000,112.71646000,1.50,817.445,-17.945,0.000,,43,67,,
T,2023-05-08 09:45:08,37.74680000,112.71646000,1.50,817.445,-17.945,0.000,,45,67,,
T,2023-05-08 09:45:09,37.74680000,112.71646000,1.40,817.445,-17.945,0.000,,44,67,,
T,2023-05-08 09:45:10,37.74680000,112.71646000,1.40,817.445,-17.945,0.000,,43,67,,
T,2023-05-08 09:45:11,37.74680000,112.71646000,1.40,817.445,-17.945,0.000,,43,67,,
T,2023-05-08 09:45:12,37.74680000,112.71646000,1.40,817.445,-17.945,0.000,,43,67,,
T,2023-05-08 09:45:13,37.74680000,112.71646000,1.40,817.445,-17.945,0.000,,43,67,,
T,2023-05-08 09:45:14,37.74680000,112.71646000,1.30,817.445,-17.945,0.000,,43,67,,
T,2023-05-08 09:45:15,37.74680000,112.71646000,1.30,817.445,-17.945,0.000,,43,67,,
T,2023-05-08 09:45:16,37.74680000,112.71646000,1.30,817.445,-17.945,0.000,,42,67,,
T,2023-05-08 09:45:17,37.74680000,112.71646000,1.30,817.445,-17.945,0.000,,41,67,,
T,2023-05-08 09:45:18,37.74680000,112.71646000,1.30,817.445,-17.945,0.000,,43,67,,
T,2023-05-08 09:45:19,37.74680000,112.71646000,1.30,817.445,-17.945,0.000,,43,67,,
T,2023-05-08 09:45:20,37.74680000,112.71646000,1.30,817.445,-17.945,0.000,,42,67,,
T,2023-05-08 09:45:21,37.74680000,112.71646000,1.30,817.445,-17.945,0.000,,41,67,,
T,2023-05-08 09:45:22,37.74680000,112.71646000,1.40,817.445,-17.945,0.000,,42,67,,
T,2023-05-08 09:45:23,37.74680000,112.71646000,1.40,817.445,-17.945,0.000,,45,66,,
T,2023-05-08 09:45:24,37.74680000,112.71646000,1.40,817.445,-17.945,0.000,,43,66,,
T,2023-05-08 09:45:25,37.74680000,112.71646000,1.40,817.445,-17.945,0.000,,42,67,,
T,2023-05-08 09:45:26,37.74680000,112.71646000,1.30,817.445,-17.945,0.000,,44,67,,
T,2023-05-08 09:45:27,37.74680000,112.71646000,1.30,817.445,-17.945,0.000,,44,67,,
T,2023-05-08 09:45:28,37.74680000,112.71646000,1.30,817.445,-17.945,0.000,,44,67,,
T,2023-05-08 09:45:29,37.74680000,112.71646000,1.30,817.445,-17.945,0.000,,43,67,,
T,2023-05-08 09:45:30,37.74680000,112.71646000,1.30,817.445,-17.945,0.000,,44,67,,
T,2023-05-08 09:45:31,37.74680000,112.71646000,1.30,817.445,-17.945,0.000,,44,67,,
T,2023-05-08 09:45:32,37.74680000,112.71646000,1.30,817.445,-17.945,0.000,,45,67,,
T,2023-05-08 09:45:33,37.74680000,112.71646000,1.30,817.445,-17.945,0.000,,45,67,,
T,2023-05-08 09:45:34,37.74680000,112.71646000,1.30,817.445,-17.945,0.000,,44,67,,
T,2023-05-08 09:45:35,37.74680000,112.71646000,1.30,817.445,-17.945,0.000,,44,67,,
T,2023-05-08 09:45:36,37.74680000,112.71646000,1.40,817.445,-17.945,0.000,,44,67,,
T,2023-05-08 09:45:37,37.74680000,112.71646000,1.40,817.445,-17.945,0.000,,45,67,,
T,2023-05-08 09:45:38,37.74680000,112.71646000,1.40,817.445,-17.945,0.000,,45,67,,
T,2023-05-08 09:45:39,37.74680000,112.71646000,1.40,817.445,-17.945,0.000,,46,67,,
T,2023-05-08 09:45:40,37.74680000,112.71646000,1.40,817.445,-17.945,0.000,,43,67,,
T,2023-05-08 09:45:41,37.74680000,112.71646000,1.30,817.445,-17.945,0.000,,42,67,,
T,2023-05-08 09:45:42,37.74680000,112.71646000,1.30,817.445,-17.945,0.000,,44,67,,
T,2023-05-08 09:45:43,37.74680000,112.71646000,1.30,817.445,-17.945,0.000,,45,67,,
T,2023-05-08 09:45:44,37.74680000,112.71646000,1.30,817.445,-17.945,0.000,,44,67,,
T,2023-05-08 09:45:45,37.74680000,112.71646000,1.30,817.445,-17.945,0.000,,46,67,,
T,2023-05-08 09:45:46,37.74680000,112.71646000,1.30,817.445,-17.945,0.000,,46,67,,
T,2023-05-08 09:45:47,37.74680000,112.71646000,1.30,817.445,-17.945,0.000,,45,67,,
T,2023-05-08 09:45:48,37.74680000,112.71646000,1.30,817.445,-17.945,0.000,,44,67,,
T,2023-05-08 09:45:49,37.74680000,112.71646000,1.30,817.445,-17.945,0.000,,45,67,,
T,2023-05-08 09:45:50,37.74680000,112.71646000,1.30,817.445,-17.945,0.000,,44,67,,
T,2023-05-08 09:45:51,37.74680000,112.71646000,1.30,817.445,-17.945,0.000,,44,67,,
T,2023-05-08 09:45:52,37.74680000,112.71646000,1.30,817.445,-17.945,0.000,,44,67,,
T,2023-05-08 09:45:53,37.74680000,112.71646000,1.30,817.445,-17.945,0.000,,44,67,,
T,2023-05-08 09:45:54,37.74680000,112.71646000,1.30,817.445,-17.945,0.000,,44,67,,
T,2023-05-08 09:45:55,37.74680000,112.71646000,1.30,817.445,-17.945,0.000,,46,67,,
T,2023-05-08 09:45:56,37.74680000,112.71646000,1.20,817.445,-17.945,0.000,,46,67,,
T,2023-05-08 09:45:57,37.74680000,112.71646000,1.20,817.445,-17.945,0.000,,46,67,,
T,2023-05-08 09:45:58,37.74680000,112.71646000,1.30,817.445,-17.945,0.000,,46,67,,
T,2023-05-08 09:45:59,37.74680000,112.71646000,1.30,817.445,-17.945,0.000,,46,67,,
T,2023-05-08 09:46:00,37.74680000,112.71646000,1.30,817.445,-17.945,0.000,,46,67,,
T,2023-05-08 09:46:01,37.74680000,112.71646000,1.30,817.445,-17.945,0.000,,45,68,,
T,2023-05-08 09:46:02,37.74680000,112.71646000,1.30,817.445,-17.945,0.000,,44,68,,
T,2023-05-08 09:46:03,37.74680000,112.71646000,1.30,817.445,-17.945,0.000,,45,68,,
T,2023-05-08 09:46:04,37.74680000,112.71646000,1.30,817.445,-17.945,0.000,,45,68,,
T,2023-05-08 09:46:05,37.74680000,112.71646000,1.30,817.445,-17.945,0.000,,44,68,,
T,2023-05-08 09:46:06,37.74680000,112.71646000,1.30,817.445,-17.945,0.000,,45,68,,
T,2023-05-08 09:46:07,37.74680000,112.71645000,1.30,819.345,-17.945,0.272,331,44,67,,
T,2023-05-08 09:46:08,37.74680000,112.71645000,1.30,819.245,-17.945,0.332,11,45,68,,
T,2023-05-08 09:46:09,37.74681000,112.71645000,1.30,819.445,-17.945,0.370,31,46,68,,
T,2023-05-08 09:46:10,37.74681000,112.71645000,1.30,819.745,-17.945,0.396,41,46,68,,
T,2023-05-08 09:46:11,37.74681000,112.71645000,1.30,819.845,-17.945,0.000,,46,68,,
T,2023-05-08 09:46:12,37.74682000,112.71646000,1.30,819.945,-17.945,0.450,65,45,68,,
T,2023-05-08 09:46:13,37.74682000,112.71646000,1.30,820.045,-17.945,0.471,55,46,68,,
T,2023-05-08 09:46:14,37.74682000,112.71646000,1.30,820.145,-17.945,0.492,37,46,68,,
T,2023-05-08 09:46:15,37.74683000,112.71647000,1.30,820.045,-17.945,0.526,29,45,68,,
T,2023-05-08 09:46:16,37.74683000,112.71647000,1.30,820.045,-17.945,0.524,30,46,68,,
T,2023-05-08 09:46:17,37.74684000,112.71648000,1.30,820.145,-17.945,0.492,40,46,68,,
T,2023-05-08 09:46:18,37.74684000,112.71649000,1.30,820.045,-17.945,0.512,57,46,68,,
T,2023-05-08 09:46:19,37.74684000,112.71650000,1.30,819.945,-17.945,0.565,106,46,67,,
T,2023-05-08 09:46:20,37.74684000,112.71651000,1.30,819.745,-17.945,0.581,134,46,67,,
T,2023-05-08 09:46:21,37.74684000,112.71652000,1.30,819.445,-17.945,0.624,132,44,68,,
T,2023-05-08 09:46:22,37.74684000,112.71652000,1.30,819.245,-17.945,0.643,138,44,68,,
T,2023-05-08 09:46:23,37.74684000,112.71652000,1.30,819.145,-17.945,0.662,163,45,68,,
T,2023-05-08 09:46:24,37.74683000,112.71652000,1.30,819.145,-17.945,0.684,169,42,68,,
T,2023-05-08 09:46:25,37.74683000,112.71652000,1.30,818.845,-17.945,0.657,196,42,68,,
T,2023-05-08 09:46:26,37.74683000,112.71652000,1.30,818.645,-17.945,0.619,183,43,68,,
T,2023-05-08 09:46:27,37.74683000,112.71652000,1.30,818.445,-17.945,0.578,197,44,68,,
T,2023-05-08 09:46:28,37.74682000,112.71652000,1.30,818.345,-17.945,0.552,173,44,68,,
T,2023-05-08 09:46:29,37.74682000,112.71652000,1.30,818.145,-17.945,0.513,162,43,68,,
T,2023-05-08 09:46:30,37.74682000,112.71652000,1.30,817.945,-17.945,0.511,179,43,68,,
T,2023-05-08 09:46:31,37.74682000,112.71652000,1.30,817.845,-17.945,0.488,161,44,68,,
T,2023-05-08 09:46:32,37.74681000,112.71653000,1.30,817.645,-17.945,0.478,143,44,68,,
T,2023-05-08 09:46:33,37.74681000,112.71653000,1.30,817.545,-17.945,0.496,159,44,68,,
T,2023-05-08 09:46:34,37.74680000,112.71654000,1.30,817.445,-17.945,0.506,161,45,68,,
T,2023-05-08 09:46:35,37.74679000,112.71654000,1.30,817.345,-17.945,0.577,168,45,68,,
T,2023-05-08 09:46:36,37.74678000,112.71654000,1.30,817.245,-17.945,0.663,185,45,68,,
T,2023-05-08 09:46:37,37.74677000,112.71654000,1.30,817.145,-17.945,0.786,169,45,68,,
T,2023-05-08 09:46:38,37.74676000,112.71655000,1.30,816.945,-17.945,0.809,176,46,68,,
T,2023-05-08 09:46:39,37.74676000,112.71655000,1.30,816.945,-17.945,0.843,179,46,68,,
T,2023-05-08 09:46:40,37.74675000,112.71655000,1.30,816.945,-17.945,0.877,181,45,68,,
T,2023-05-08 09:46:41,37.74674000,112.71655000,1.40,816.845,-17.945,0.928,175,46,68,,
T,2023-05-08 09:46:42,37.74673000,112.71656000,1.40,816.745,-17.945,0.950,167,46,68,,
T,2023-05-08 09:46:43,37.74672000,112.71656000,1.30,816.745,-17.945,0.946,164,46,68,,
T,2023-05-08 09:46:44,37.74672000,112.71657000,1.30,816.845,-17.945,0.941,157,46,68,,
T,2023-05-08 09:46:45,37.74671000,112.71657000,1.30,816.745,-17.945,0.911,155,46,68,,
T,2023-05-08 09:46:46,37.74670000,112.71658000,1.30,816.745,-17.945,0.878,141,47,68,,
T,2023-05-08 09:46:47,37.74670000,112.71659000,1.30,816.744,-17.944,0.771,115,46,68,,
T,2023-05-08 09:46:48,37.74670000,112.71660000,1.40,816.644,-17.944,0.705,88,48,68,,
T,2023-05-08 09:46:49,37.74671000,112.71661000,1.40,816.244,-17.944,0.627,88,48,68,,
T,2023-05-08 09:46:50,37.74671000,112.71661000,1.30,816.044,-17.944,0.567,104,48,68,,
T,2023-05-08 09:46:51,37.74671000,112.71661000,1.30,815.944,-17.944,0.478,134,49,68,,
T,2023-05-08 09:46:52,37.74671000,112.71661000,1.30,815.844,-17.944,0.415,164,48,67,,
T,2023-05-08 09:46:53,37.74671000,112.71661000,1.30,815.544,-17.944,0.000,,48,67,,
T,2023-05-08 09:46:54,37.74671000,112.71661000,1.30,815.444,-17.944,0.000,,47,67,,
T,2023-05-08 09:46:55,37.74670000,112.71661000,1.30,815.344,-17.944,0.000,,47,67,,
T,2023-05-08 09:46:56,37.74670000,112.71661000,1.30,815.344,-17.944,0.000,,46,67,,
T,2023-05-08 09:46:57,37.74670000,112.71661000,1.30,815.344,-17.944,0.000,,47,67,,
T,2023-05-08 09:46:58,37.74670000,112.71661000,1.30,815.344,-17.944,0.000,,44,67,,
T,2023-05-08 09:46:59,37.74670000,112.71661000,1.30,815.344,-17.944,0.000,,46,67,,
T,2023-05-08 09:47:00,37.74670000,112.71661000,1.30,815.344,-17.944,0.000,,47,67,,
T,2023-05-08 09:47:01,37.74670000,112.71661000,1.30,815.344,-17.944,0.000,,46,67,,
T,2023-05-08 09:47:02,37.74670000,112.71661000,1.30,815.344,-17.944,0.000,,47,67,,
T,2023-05-08 09:47:03,37.74670000,112.71661000,1.30,815.344,-17.944,0.000,,46,67,,
T,2023-05-08 09:47:04,37.74670000,112.71661000,1.30,815.344,-17.944,0.000,,47,67,,
T,2023-05-08 09:47:05,37.74670000,112.71661000,1.30,815.344,-17.944,0.000,,47,67,,
T,2023-05-08 09:47:06,37.74670000,112.71661000,1.30,815.344,-17.944,0.000,,47,67,,
T,2023-05-08 09:47:07,37.74670000,112.71661000,1.30,815.344,-17.944,0.000,,47,67,,
T,2023-05-08 09:47:08,37.74670000,112.71661000,1.30,815.344,-17.944,0.000,,48,67,,
T,2023-05-08 09:47:09,37.74672000,112.71659000,1.30,815.844,-17.944,0.318,323,47,67,,
T,2023-05-08 09:47:10,37.74673000,112.71658000,1.40,815.645,-17.945,0.445,311,48,67,,
T,2023-05-08 09:47:11,37.74673000,112.71656000,1.40,815.545,-17.945,0.592,305,48,67,,
T,2023-05-08 09:47:12,37.74674000,112.71655000,1.40,815.445,-17.945,0.733,296,48,67,,
