type,date time,latitude,longitude,accuracy(m),altitude(m),geoid_height(m),speed(m/s),bearing(deg),sat_used,sat_inview,name,desc
T,2023-05-08 10:23:05,37.74618000,112.71475000,1.10,810.552,-17.952,0.000,,51,67,,
T,2023-05-08 10:23:06,37.74618000,112.71475000,1.10,810.552,-17.952,0.000,,51,67,,
T,2023-05-08 10:23:07,37.74618000,112.71475000,1.20,810.552,-17.952,0.000,,49,67,,
T,2023-05-08 10:23:08,37.74618000,112.71475000,1.20,810.552,-17.952,0.000,,51,67,,
T,2023-05-08 10:23:09,37.74618000,112.71475000,1.20,810.552,-17.952,0.000,,51,67,,
T,2023-05-08 10:23:10,37.74618000,112.71475000,1.20,810.552,-17.952,0.000,,51,67,,
T,2023-05-08 10:23:11,37.74618000,112.71475000,1.20,810.552,-17.952,0.000,,50,67,,
T,2023-05-08 10:23:12,37.74618000,112.71475000,1.20,810.552,-17.952,0.000,,51,67,,
T,2023-05-08 10:23:13,37.74618000,112.71475000,1.20,810.552,-17.952,0.000,,52,67,,
T,2023-05-08 10:23:14,37.74618000,112.71475000,1.20,810.552,-17.952,0.000,,52,67,,
T,2023-05-08 10:23:15,37.74618000,112.71475000,1.20,810.552,-17.952,0.000,,52,67,,
T,2023-05-08 10:23:16,37.74618000,112.71475000,1.20,810.552,-17.952,0.000,,50,67,,
T,2023-05-08 10:23:17,37.74618000,112.71475000,1.20,810.552,-17.952,0.000,,49,67,,
T,2023-05-08 10:23:18,37.74618000,112.71475000,1.20,810.552,-17.952,0.000,,47,67,,
T,2023-05-08 10:23:19,37.74618000,112.71475000,1.20,810.552,-17.952,0.000,,48,67,,
T,2023-05-08 10:23:20,37.74618000,112.71475000,1.20,810.552,-17.952,0.000,,48,67,,
T,2023-05-08 10:23:21,37.74618000,112.71475000,1.20,810.552,-17.952,0.000,,48,67,,
T,2023-05-08 10:23:22,37.74618000,112.71475000,1.20,810.552,-17.952,0.000,,48,67,,
T,2023-05-08 10:23:23,37.74618000,112.71475000,1.20,810.552,-17.952,0.000,,48,67,,
T,2023-05-08 10:23:24,37.74618000,112.71475000,1.20,810.552,-17.952,0.000,,49,67,,
T,2023-05-08 10:23:25,37.74618000,112.71475000,1.20,810.552,-17.952,0.000,,49,67,,
T,2023-05-08 10:23:26,37.74618000,112.71476000,1.30,811.252,-17.952,0.224,83,48,67,,
T,2023-05-08 10:23:27,37.74618000,112.71476000,1.30,811.152,-17.952,0.000,,49,67,,
T,2023-05-08 10:23:28,37.74618000,112.71476000,1.20,811.052,-17.952,0.000,,52,67,,
T,2023-05-08 10:23:29,37.74618000,112.71476000,1.30,810.952,-17.952,0.000,,51,67,,
T,2023-05-08 10:23:30,37.74618000,112.71476000,1.30,810.952,-17.952,0.000,,53,67,,
T,2023-05-08 10:23:31,37.74618000,112.71476000,1.30,810.952,-17.952,0.000,,51,67,,
T,2023-05-08 10:23:32,37.74618000,112.71476000,1.20,810.952,-17.952,0.000,,50,67,,
T,2023-05-08 10:23:33,37.74618000,112.71476000,1.20,810.952,-17.952,0.000,,50,67,,
T,2023-05-08 10:23:34,37.74618000,112.71476000,1.20,810.952,-17.952,0.000,,48,67,,
T,2023-05-08 10:23:35,37.74618000,112.71476000,1.20,810.952,-17.952,0.000,,46,67,,
T,2023-05-08 10:23:36,37.74618000,112.71476000,1.20,810.952,-17.952,0.000,,45,67,,
T,2023-05-08 10:23:37,37.74618000,112.71476000,1.20,810.952,-17.952,0.000,,46,67,,
T,2023-05-08 10:23:38,37.74618000,112.71476000,1.30,810.952,-17.952,0.000,,46,67,,
T,2023-05-08 10:23:39,37.74618000,112.71476000,1.20,810.952,-17.952,0.000,,47,67,,
T,2023-05-08 10:23:40,37.74618000,112.71476000,1.20,810.952,-17.952,0.000,,47,67,,
T,2023-05-08 10:23:41,37.74618000,112.71476000,1.30,810.952,-17.952,0.000,,47,67,,
T,2023-05-08 10:23:42,37.74618000,112.71476000,1.30,810.952,-17.952,0.000,,47,67,,
T,2023-05-08 10:23:43,37.74618000,112.71478000,1.30,809.552,-17.952,0.234,99,49,67,,
T,2023-05-08 10:23:44,37.74618000,112.71479000,1.30,809.452,-17.952,0.312,107,49,67,,
T,2023-05-08 10:23:45,37.74618000,112.71480000,1.20,809.352,-17.952,0.344,91,50,67,,
T,2023-05-08 10:23:46,37.74618000,112.71480000,1.30,809.152,-17.952,0.000,,50,68,,
T,2023-05-08 10:23:47,37.74618000,112.71480000,1.30,809.152,-17.952,0.000,,49,68,,
T,2023-05-08 10:23:48,37.74618000,112.71480000,1.30,809.152,-17.952,0.000,,51,68,,
T,2023-05-08 10:23:49,37.74618000,112.71480000,1.30,809.152,-17.952,0.000,,50,68,,
T,2023-05-08 10:23:50,37.74618000,112.71480000,1.30,809.152,-17.952,0.000,,50,68,,
T,2023-05-08 10:23:51,37.74618000,112.71480000,1.30,809.152,-17.952,0.000,,49,68,,
T,2023-05-08 10:23:52,37.74618000,112.71480000,1.30,809.152,-17.952,0.000,,49,68,,
T,2023-05-08 10:23:53,37.74618000,112.71480000,1.30,809.152,-17.952,0.000,,51,68,,
T,2023-05-08 10:23:54,37.74618000,112.71480000,1.30,809.152,-17.952,0.000,,51,68,,
T,2023-05-08 10:23:55,37.74618000,112.71480000,1.20,809.152,-17.952,0.000,,51,68,,
T,2023-05-08 10:23:56,37.74618000,112.71480000,1.20,809.152,-17.952,0.000,,53,68,,
T,2023-05-08 10:23:57,37.74618000,112.71480000,1.20,809.152,-17.952,0.000,,52,68,,
T,2023-05-08 10:23:58,37.74618000,112.71480000,1.20,809.152,-17.952,0.000,,52,68,,
T,2023-05-08 10:23:59,37.74618000,112.71480000,1.20,809.152,-17.952,0.000,,52,68,,
T,2023-05-08 10:24:00,37.74618000,112.71480000,1.20,809.152,-17.952,0.000,,51,68,,
T,2023-05-08 10:24:01,37.74618000,112.71480000,1.20,809.152,-17.952,0.000,,52,68,,
T,2023-05-08 10:24:02,37.74618000,112.71480000,1.10,809.152,-17.952,0.000,,52,68,,
T,2023-05-08 10:24:03,37.74618000,112.71480000,1.10,809.152,-17.952,0.000,,50,68,,
T,2023-05-08 10:24:04,37.74618000,112.71480000,1.10,809.152,-17.952,0.000,,52,68,,
T,2023-05-08 10:24:05,37.74618000,112.71480000,1.20,809.152,-17.952,0.000,,52,68,,
T,2023-05-08 10:24:06,37.74618000,112.71480000,1.20,809.152,-17.952,0.000,,53,68,,
T,2023-05-08 10:24:07,37.74618000,112.71480000,1.20,809.152,-17.952,0.000,,53,68,,
T,2023-05-08 10:24:08,37.74618000,112.71480000,1.10,809.152,-17.952,0.000,,52,68,,
T,2023-05-08 10:24:09,37.74618000,112.71480000,1.20,809.152,-17.952,0.000,,52,68,,
T,2023-05-08 10:24:10,37.74618000,112.71480000,1.10,809.152,-17.952,0.000,,51,68,,
T,2023-05-08 10:24:11,37.74618000,112.71480000,1.10,809.152,-17.952,0.000,,51,68,,
T,2023-05-08 10:24:12,37.74618000,112.71480000,1.10,809.152,-17.952,0.000,,50,68,,
T,2023-05-08 10:24:13,37.74618000,112.71480000,1.10,809.152,-17.952,0.000,,51,68,,
T,2023-05-08 10:24:14,37.74618000,112.71480000,1.10,809.152,-17.952,0.000,,51,68,,
T,2023-05-08 10:24:15,37.74618000,112.71480000,1.10,809.152,-17.952,0.000,,52,68,,
T,2023-05-08 10:24:16,37.74618000,112.71480000,1.10,809.152,-17.952,0.000,,52,68,,
T,2023-05-08 10:24:17,37.74618000,112.71480000,1.10,809.152,-17.952,0.000,,52,68,,
T,2023-05-08 10:24:18,37.74618000,112.71480000,1.10,809.152,-17.952,0.000,,52,68,,
T,2023-05-08 10:24:19,37.74618000,112.71480000,1.10,809.152,-17.952,0.000,,52,68,,
T,2023-05-08 10:24:20,37.74618000,112.71480000,1.10,809.152,-17.952,0.000,,51,68,,
T,2023-05-08 10:24:21,37.74618000,112.71480000,1.10,809.152,-17.952,0.000,,52,68,,
T,2023-05-08 10:24:22,37.74618000,112.71480000,1.10,809.152,-17.952,0.000,,51,68,,
T,2023-05-08 10:24:23,37.74618000,112.71480000,1.10,809.152,-17.952,0.000,,51,68,,
T,2023-05-08 10:24:24,37.74618000,112.71480000,1.10,809.152,-17.952,0.000,,50,68,,
T,2023-05-08 10:24:25,37.74618000,112.71480000,1.20,809.152,-17.952,0.000,,51,68,,
T,2023-05-08 10:24:26,37.74618000,112.71480000,1.20,809.152,-17.952,0.000,,51,68,,
T,2023-05-08 10:24:27,37.74618000,112.71480000,1.20,809.152,-17.952,0.000,,53,68,,
T,2023-05-08 10:24:28,37.74618000,112.71480000,1.10,809.152,-17.952,0.000,,53,68,,
T,2023-05-08 10:24:29,37.74618000,112.71480000,1.10,809.152,-17.952,0.000,,52,68,,
T,2023-05-08 10:24:30,37.74618000,112.71480000,1.10,809.152,-17.952,0.000,,53,68,,
T,2023-05-08 10:24:31,37.74618000,112.71480000,1.20,809.152,-17.952,0.000,,52,68,,
T,2023-05-08 10:24:32,37.74618000,112.71480000,1.20,809.152,-17.952,0.000,,52,68,,
T,2023-05-08 10:24:33,37.74618000,112.71480000,1.20,809.152,-17.952,0.000,,51,68,,
T,2023-05-08 10:24:34,37.74618000,112.71480000,1.20,809.152,-17.952,0.000,,52,68,,
T,2023-05-08 10:24:35,37.74618000,112.71480000,1.20,809.152,-17.952,0.000,,51,68,,
T,2023-05-08 10:24:36,37.74618000,112.71480000,1.20,809.152,-17.952,0.000,,51,68,,
T,2023-05-08 10:24:37,37.74618000,112.71480000,1.20,809.152,-17.952,0.000,,51,68,,
T,2023-05-08 10:24:38,37.74618000,112.71480000,1.20,809.152,-17.952,0.000,,51,68,,
T,2023-05-08 10:24:39,37.74618000,112.71480000,1.20,809.152,-17.952,0.000,,52,68,,
T,2023-05-08 10:24:40,37.74618000,112.71480000,1.20,809.152,-17.952,0.000,,52,68,,
T,2023-05-08 10:24:41,37.74618000,112.71480000,1.20,809.152,-17.952,0.000,,51,68,,
T,2023-05-08 10:24:42,37.74618000,112.71480000,1.20,809.152,-17.952,0.000,,51,68,,
T,2023-05-08 10:24:43,37.74618000,112.71480000,1.10,809.152,-17.952,0.000,,51,68,,
T,2023-05-08 10:24:44,37.74618000,112.71480000,1.10,809.152,-17.952,0.000,,51,68,,
T,2023-05-08 10:24:45,37.74618000,112.71480000,1.10,809.152,-17.952,0.000,,51,68,,
T,2023-05-08 10:24:46,37.74618000,112.71480000,1.20,809.152,-17.952,0.000,,51,68,,
T,2023-05-08 10:24:47,37.74618000,112.71480000,1.20,809.152,-17.952,0.000,,51,68,,
T,2023-05-08 10:24:48,37.74618000,112.71480000,1.20,809.152,-17.952,0.000,,51,68,,
T,2023-05-08 10:24:49,37.74618000,112.71480000,1.20,809.152,-17.952,0.000,,51,68,,
T,2023-05-08 10:24:50,37.74618000,112.71480000,1.20,809.152,-17.952,0.000,,51,68,,
T,2023-05-08 10:24:51,37.74618000,112.71480000,1.20,809.152,-17.952,0.000,,52,68,,
T,2023-05-08 10:24:52,37.74618000,112.71480000,1.20,809.152,-17.952,0.000,,52,68,,
T,2023-05-08 10:24:53,37.74618000,112.71480000,1.20,809.152,-17.952,0.000,,51,68,,
T,2023-05-08 10:24:54,37.74618000,112.71480000,1.20,809.152,-17.952,0.000,,52,68,,
T,2023-05-08 10:24:55,37.74618000,112.71480000,1.20,809.152,-17.952,0.000,,51,68,,
T,2023-05-08 10:24:56,37.74618000,112.71480000,1.20,809.152,-17.952,0.000,,51,68,,
T,2023-05-08 10:24:57,37.74618000,112.71480000,1.20,809.152,-17.952,0.000,,52,68,,
T,2023-05-08 10:24:58,37.74618000,112.71480000,1.20,809.152,-17.952,0.000,,52,68,,
T,2023-05-08 10:24:59,37.74618000,112.71480000,1.20,809.152,-17.952,0.000,,52,68,,
T,2023-05-08 10:25:00,37.74618000,112.71480000,1.20,809.152,-17.952,0.000,,52,68,,
T,2023-05-08 10:25:01,37.74618000,112.71480000,1.20,809.152,-17.952,0.000,,52,68,,
T,2023-05-08 10:25:02,37.74619000,112.71482000,1.20,811.852,-17.952,0.237,80,51,68,,
T,2023-05-08 10:25:14,37.74617000,112.71488000,1.40,810.951,-17.951,0.477,86,52,68,,
T,2023-05-08 10:25:15,37.74617000,112.71489000,1.30,810.951,-17.951,0.505,86,51,68,,
